data_iniSE,SE,casos_est,casos_est_min,casos_est_max,casos,p_rt1,p_inc100k,Localidade_id,nivel,id,versao_modelo,notif_accum_year
2017-12-31,201801,0.0,0,0,0,0.0,0.0,0,1,3131000020180118031,2019-05-15,nan
2018-01-07,201802,0.0,0,0,0,0.0,0.0,0,1,3131000020180218031,2019-05-15,nan
2018-01-14,201803,0.0,0,0,0,0.0,0.0,0,1,3131000020180318031,2019-05-15,nan
2018-01-21,201804,0.0,0,0,0,0.0,0.0,0,1,3131000020180418031,2019-05-15,nan
2018-01-28,201805,0.0,0,0,0,0.0,0.0,0,1,3131000020180518031,2019-05-15,nan
2018-02-04,201806,0.0,0,0,0,0.0,0.0,0,1,3131000020180618031,2019-05-15,nan
2018-02-11,201807,0.0,0,0,0,0.0,0.0,0,1,3131000020180718031,2019-05-15,nan
2018-02-18,201808,0.0,0,0,0,0.0,0.0,0,1,3131000020180818031,2019-05-15,nan
2018-02-25,201809,0.0,0,0,0,0.0,0.0,0,1,3131000020180918031,2019-05-15,nan
2018-03-04,201810,0.0,0,0,0,0.0,0.0,0,1,3131000020181018031,2019-05-15,nan
2018-03-11,201811,0.0,0,0,0,0.0,0.0,0,1,3131000020181118031,2019-05-15,nan
2018-03-18,201812,0.0,0,0,0,0.0,0.0,0,1,3131000020181218031,2019-05-15,nan
2018-03-25,201813,0.0,0,0,0,0.0,0.0,0,1,3131000020181318031,2019-05-15,nan
2018-04-01,201814,0.0,0,0,0,0.0,0.0,0,1,3131000020181418031,2019-05-15,nan
2018-04-04,201815,0.0,0,0,0,0.0,0.0,0,1,3131000020181518031,2019-05-15,nan
2018-04-15,201816,0.0,0,0,0,0.0,0.0,0,1,3131000020181618031,2019-05-15,nan
2018-04-22,201817,0.0,0,0,0,0.0,0.0,0,1,3131000020181718031,2019-05-15,nan
2018-04-29,201818,0.0,0,0,0,0.0,0.0,0,1,3131000020181818031,2019-05-15,nan
2018-05-06,201819,0.0,0,0,0,0.0,0.0,0,1,3131000020181918031,2019-05-15,nan
2018-05-13,201820,0.0,0,0,0,0.0,0.0,0,1,3131000020182018031,2019-05-15,nan
2018-05-20,201821,0.0,0,0,0,0.0,0.0,0,1,3131000020182118031,2019-05-15,nan
2018-05-27,201822,0.0,0,0,0,0.0,0.0,0,1,3131000020182218031,2019-05-15,nan
2018-06-03,201823,0.0,0,0,0,0.0,0.0,0,1,3131000020182318031,2019-05-15,nan
2018-06-10,201824,0.0,0,0,0,0.0,0.0,0,1,3131000020182418031,2019-05-15,nan
2018-06-17,201825,0.0,0,0,0,0.0,0.0,0,1,3131000020182518031,2019-05-15,nan
2018-06-24,201826,0.0,0,0,0,0.0,0.0,0,1,3131000020182618031,2019-05-15,nan
2018-07-01,201827,0.0,0,0,0,0.0,0.0,0,1,3131000020182718031,2019-05-15,nan
2018-07-08,201828,0.0,0,0,0,0.0,0.0,0,1,3131000020182818031,2019-05-15,nan
2018-07-15,201829,0.0,0,0,0,0.0,0.0,0,1,3131000020182918031,2019-05-15,nan
2018-07-22,201830,0.0,0,0,0,0.0,0.0,0,1,3131000020183018031,2019-05-15,nan
2018-07-29,201831,0.0,0,0,0,0.0,0.0,0,1,3131000020183118031,2019-05-15,nan
2018-08-05,201832,0.0,0,0,0,0.0,0.0,0,1,3131000020183218031,2019-05-15,nan
2018-08-12,201833,0.0,0,0,0,0.0,0.0,0,1,3131000020183318031,2019-05-15,nan
2018-08-19,201834,0.0,0,0,0,0.0,0.0,0,1,3131000020183418031,2019-05-15,nan
2018-08-26,201835,0.0,0,0,0,0.0,0.0,0,1,3131000020183518031,2019-05-15,nan
2018-09-02,201836,0.0,0,0,0,0.0,0.0,0,1,3131000020183618031,2019-05-15,nan
2018-09-09,201837,0.0,0,0,0,0.0,0.0,0,1,3131000020183718031,2019-05-15,nan
